"region","value","period","indID","dsID","source","is_number"
"IDN",15406050.2,2011,"OH010","dummy_data","dummy_source",1
"IDN",11661662.8,2001,"OH010","dummy_data","dummy_source",1
"IDN",20691491,2006,"OH010","dummy_data","dummy_source",1
"IDN",29370926.8,2000,"OH010","dummy_data","dummy_source",1
"IDN",12142649.8,2002,"OH010","dummy_data","dummy_source",1
"IDN",3575511.4,2014,"OH010","dummy_data","dummy_source",1
"IDN",11462483,2007,"OH010","dummy_data","dummy_source",1
"IDN",8434218.8,2010,"OH010","dummy_data","dummy_source",1
"IDN",3575511.4,2013,"OH010","dummy_data","dummy_source",1
"IDN",5779001.8,2009,"OH010","dummy_data","dummy_source",1
"IDN",7028515.8,2003,"OH010","dummy_data","dummy_source",1
"IDN",4137820.2,2012,"OH010","dummy_data","dummy_source",1
"KEN",2108729.2,2012,"OH010","dummy_data","dummy_source",1
"KEN",1363066.8,2010,"OH010","dummy_data","dummy_source",1
"KEN",990379,2005,"OH010","dummy_data","dummy_source",1
"KEN",4773959.2,2008,"OH010","dummy_data","dummy_source",1
"KEN",1471793.8,2002,"OH010","dummy_data","dummy_source",1
"KEN",1384448.2,2000,"OH010","dummy_data","dummy_source",1
"KEN",1890625.8,2011,"OH010","dummy_data","dummy_source",1
"KEN",1325203.8,2003,"OH010","dummy_data","dummy_source",1
"KEN",1964057.2,2013,"OH010","dummy_data","dummy_source",1
"KEN",2323386,2006,"OH010","dummy_data","dummy_source",1
"KEN",2778703.6,2007,"OH010","dummy_data","dummy_source",1
"KEN",2596641,2001,"OH010","dummy_data","dummy_source",1
"KEN",1200796.8,2004,"OH010","dummy_data","dummy_source",1
"KEN",2334882.8,2009,"OH010","dummy_data","dummy_source",1
"KEN",1964057.2,2014,"OH010","dummy_data","dummy_source",1
"LKA",78565.6,2000,"OH010","dummy_data","dummy_source",1
"LKA",699608.4,2004,"OH010","dummy_data","dummy_source",1
"LKA",419747.4,2012,"OH010","dummy_data","dummy_source",1
"LKA",1131653.2,2011,"OH010","dummy_data","dummy_source",1
"LKA",337149.2,2013,"OH010","dummy_data","dummy_source",1
"LKA",116458.8,2001,"OH010","dummy_data","dummy_source",1
"LKA",337149.2,2014,"OH010","dummy_data","dummy_source",1
"LKA",1669520,2009,"OH010","dummy_data","dummy_source",1
"LKA",2167990.4,2005,"OH010","dummy_data","dummy_source",1
"LKA",950507.2,2007,"OH010","dummy_data","dummy_source",1
"LKA",1797312.2,2006,"OH010","dummy_data","dummy_source",1
"LKA",300814.4,2003,"OH010","dummy_data","dummy_source",1
"LKA",0,2010,"OH010","dummy_data","dummy_source",1
"LKA",880477,2008,"OH010","dummy_data","dummy_source",1
"LKA",259847.4,2002,"OH010","dummy_data","dummy_source",1
"MLI",533953.2,2009,"OH010","dummy_data","dummy_source",1
"MLI",94382.6,2011,"OH010","dummy_data","dummy_source",1
"MLI",14366.4,2001,"OH010","dummy_data","dummy_source",1
"MLI",1417614.4,2012,"OH010","dummy_data","dummy_source",1
"MLI",1761085.4,2014,"OH010","dummy_data","dummy_source",1
"MLI",311713.2,2010,"OH010","dummy_data","dummy_source",1
"MLI",0,2000,"OH010","dummy_data","dummy_source",1
"MLI",166249.6,2005,"OH010","dummy_data","dummy_source",1
"MLI",21646.8,2003,"OH010","dummy_data","dummy_source",1
"MLI",274266.4,2006,"OH010","dummy_data","dummy_source",1
"MLI",476586.4,2007,"OH010","dummy_data","dummy_source",1
"MLI",1761085.4,2013,"OH010","dummy_data","dummy_source",1
"MLI",28048.2,2002,"OH010","dummy_data","dummy_source",1
"MLI",96111.6,2004,"OH010","dummy_data","dummy_source",1
"MLI",409400.2,2008,"OH010","dummy_data","dummy_source",1
"MMR",0,2001,"OH010","dummy_data","dummy_source",1
"MMR",2897373.8,2013,"OH010","dummy_data","dummy_source",1
"MMR",448720.8,2004,"OH010","dummy_data","dummy_source",1
"MMR",4884655.4,2008,"OH010","dummy_data","dummy_source",1
"MMR",787426.8,2005,"OH010","dummy_data","dummy_source",1
"MMR",2023650.8,2011,"OH010","dummy_data","dummy_source",1
"MMR",527257,2006,"OH010","dummy_data","dummy_source",1
"MMR",101849.8,2002,"OH010","dummy_data","dummy_source",1
"MMR",775566.8,2009,"OH010","dummy_data","dummy_source",1
"MMR",2897373.8,2014,"OH010","dummy_data","dummy_source",1
"MMR",157209.4,2003,"OH010","dummy_data","dummy_source",1
"MMR",565954.2,2010,"OH010","dummy_data","dummy_source",1
"MMR",0,2000,"OH010","dummy_data","dummy_source",1
"MMR",769157.2,2007,"OH010","dummy_data","dummy_source",1
"MMR",4125591.8,2012,"OH010","dummy_data","dummy_source",1
"NER",892511.4,2010,"OH010","dummy_data","dummy_source",1
"NER",696082,2012,"OH010","dummy_data","dummy_source",1
"NER",1440458.4,2005,"OH010","dummy_data","dummy_source",1
"NER",0,2000,"OH010","dummy_data","dummy_source",1
"NER",375719.2,2014,"OH010","dummy_data","dummy_source",1
"NER",550382,2009,"OH010","dummy_data","dummy_source",1
"NER",212268.6,2007,"OH010","dummy_data","dummy_source",1
"NER",49584,2003,"OH010","dummy_data","dummy_source",1
"NER",443459.2,2006,"OH010","dummy_data","dummy_source",1
"NER",110076.4,2004,"OH010","dummy_data","dummy_source",1
"NER",0,2002,"OH010","dummy_data","dummy_source",1
"NER",247589.6,2011,"OH010","dummy_data","dummy_source",1
"NER",0,2001,"OH010","dummy_data","dummy_source",1
"NER",375719.2,2013,"OH010","dummy_data","dummy_source",1
"NER",334918,2008,"OH010","dummy_data","dummy_source",1
"PAK",4570802.6,2010,"OH010","dummy_data","dummy_source",1
"PAK",15828032.4,2005,"OH010","dummy_data","dummy_source",1
"PAK",1370944.4,2002,"OH010","dummy_data","dummy_source",1
"PAK",4775012.2,2001,"OH010","dummy_data","dummy_source",1
"PAK",7247247.6,2007,"OH010","dummy_data","dummy_source",1
"PAK",134222,2004,"OH010","dummy_data","dummy_source",1
"PAK",11966558,2014,"OH010","dummy_data","dummy_source",1
"PAK",10093685.4,2006,"OH010","dummy_data","dummy_source",1
"PAK",7829615.6,2009,"OH010","dummy_data","dummy_source",1
"PAK",10560757.8,2012,"OH010","dummy_data","dummy_source",1
"PAK",11565683.8,2011,"OH010","dummy_data","dummy_source",1
"PAK",11966558,2013,"OH010","dummy_data","dummy_source",1
"PAK",3647679.8,2000,"OH010","dummy_data","dummy_source",1
"PAK",423222.4,2003,"OH010","dummy_data","dummy_source",1
"PAK",2286946.6,2008,"OH010","dummy_data","dummy_source",1
"PHL",12311641.2,2013,"OH010","dummy_data","dummy_source",1
"PHL",1136663,2001,"OH010","dummy_data","dummy_source",1
"PHL",536772.4,2000,"OH010","dummy_data","dummy_source",1
"PHL",686272,2005,"OH010","dummy_data","dummy_source",1
"PHL",12311641.2,2014,"OH010","dummy_data","dummy_source",1
"PHL",1598496.2,2003,"OH010","dummy_data","dummy_source",1
"PHL",2059349.4,2006,"OH010","dummy_data","dummy_source",1
"PHL",3105767,2011,"OH010","dummy_data","dummy_source",1
"PHL",2607180,2004,"OH010","dummy_data","dummy_source",1
"PHL",591772.4,2002,"OH010","dummy_data","dummy_source",1
"PHL",2467918.8,2008,"OH010","dummy_data","dummy_source",1
"PHL",7885914.8,2009,"OH010","dummy_data","dummy_source",1
"PHL",8220837.8,2010,"OH010","dummy_data","dummy_source",1
"PHL",1396561,2007,"OH010","dummy_data","dummy_source",1
"PHL",7095830.4,2012,"OH010","dummy_data","dummy_source",1
"SDN",4490992.2,2011,"OH010","dummy_data","dummy_source",1
"SDN",1890469.6,2010,"OH010","dummy_data","dummy_source",1
"SDN",2798627.6,2013,"OH010","dummy_data","dummy_source",1
"SDN",3078567.2,2001,"OH010","dummy_data","dummy_source",1
"SDN",2598802.8,2012,"OH010","dummy_data","dummy_source",1
"SDN",2450608.6,2003,"OH010","dummy_data","dummy_source",1
"SDN",4442159,2006,"OH010","dummy_data","dummy_source",1
"SDN",7014025.8,2005,"OH010","dummy_data","dummy_source",1
"SDN",3515513.2,2002,"OH010","dummy_data","dummy_source",1
"SDN",7286184.6,2004,"OH010","dummy_data","dummy_source",1
"SDN",4019964,2008,"OH010","dummy_data","dummy_source",1
"SDN",4121478.2,2007,"OH010","dummy_data","dummy_source",1
"SDN",1942982.6,2009,"OH010","dummy_data","dummy_source",1
"SDN",2880186,2000,"OH010","dummy_data","dummy_source",1
"SDN",2798627.6,2014,"OH010","dummy_data","dummy_source",1
"SOM",722694.2,2000,"OH010","dummy_data","dummy_source",1
"SOM",321337.4,2010,"OH010","dummy_data","dummy_source",1
"SOM",531534.6,2005,"OH010","dummy_data","dummy_source",1
"SOM",763098.8,2011,"OH010","dummy_data","dummy_source",1
"SOM",631894.2,2001,"OH010","dummy_data","dummy_source",1
"SOM",725130.8,2006,"OH010","dummy_data","dummy_source",1
"SOM",596792.2,2013,"OH010","dummy_data","dummy_source",1
"SOM",616834.4,2002,"OH010","dummy_data","dummy_source",1
"SOM",535562.4,2003,"OH010","dummy_data","dummy_source",1
"SOM",723498,2008,"OH010","dummy_data","dummy_source",1
"SOM",941834.4,2012,"OH010","dummy_data","dummy_source",1
"SOM",1128172.6,2007,"OH010","dummy_data","dummy_source",1
"SOM",596792.2,2014,"OH010","dummy_data","dummy_source",1
"SOM",518985.4,2004,"OH010","dummy_data","dummy_source",1
"SOM",733918.8,2009,"OH010","dummy_data","dummy_source",1
"SSD",0,2005,"OH010","dummy_data","dummy_source",1
"SSD",0,2006,"OH010","dummy_data","dummy_source",1
"SSD",0,2010,"OH010","dummy_data","dummy_source",1
"SSD",0,2000,"OH010","dummy_data","dummy_source",1
"SSD",0,2001,"OH010","dummy_data","dummy_source",1
"SSD",977192.2,2012,"OH010","dummy_data","dummy_source",1
"SSD",40608.2,2011,"OH010","dummy_data","dummy_source",1
"SSD",0,2003,"OH010","dummy_data","dummy_source",1
"SSD",0,2008,"OH010","dummy_data","dummy_source",1
"SSD",876017.6,2014,"OH010","dummy_data","dummy_source",1
"SSD",0,2007,"OH010","dummy_data","dummy_source",1
"SSD",0,2002,"OH010","dummy_data","dummy_source",1
"SSD",876017.6,2013,"OH010","dummy_data","dummy_source",1
"SSD",0,2004,"OH010","dummy_data","dummy_source",1
"SSD",0,2009,"OH010","dummy_data","dummy_source",1
"SYR",0,2000,"OH010","dummy_data","dummy_source",1
"SYR",35390.4,2006,"OH010","dummy_data","dummy_source",1
"SYR",94618.6,2011,"OH010","dummy_data","dummy_source",1
"SYR",68363.2,2002,"OH010","dummy_data","dummy_source",1
"SYR",0,2010,"OH010","dummy_data","dummy_source",1
"SYR",0,2005,"OH010","dummy_data","dummy_source",1
"SYR",65071.6,2009,"OH010","dummy_data","dummy_source",1
"SYR",2187093,2013,"OH010","dummy_data","dummy_source",1
"SYR",1853136.2,2012,"OH010","dummy_data","dummy_source",1
"SYR",0,2007,"OH010","dummy_data","dummy_source",1
"SYR",0,2001,"OH010","dummy_data","dummy_source",1
"SYR",0,2004,"OH010","dummy_data","dummy_source",1
"SYR",71275.2,2008,"OH010","dummy_data","dummy_source",1
"SYR",0,2003,"OH010","dummy_data","dummy_source",1
"SYR",2187093,2014,"OH010","dummy_data","dummy_source",1
"TCD",687752.4,2007,"OH010","dummy_data","dummy_source",1
"TCD",291051.4,2014,"OH010","dummy_data","dummy_source",1
"TCD",130595,2010,"OH010","dummy_data","dummy_source",1
"TCD",345216.6,2011,"OH010","dummy_data","dummy_source",1
"TCD",291051.4,2013,"OH010","dummy_data","dummy_source",1
"TCD",715854,2009,"OH010","dummy_data","dummy_source",1
"TCD",262867.2,2012,"OH010","dummy_data","dummy_source",1
"TCD",724802.2,2004,"OH010","dummy_data","dummy_source",1
"TCD",132417,2001,"OH010","dummy_data","dummy_source",1
"TCD",0,2002,"OH010","dummy_data","dummy_source",1
"TCD",532987.4,2005,"OH010","dummy_data","dummy_source",1
"TCD",56847.2,2000,"OH010","dummy_data","dummy_source",1
"TCD",389329.8,2006,"OH010","dummy_data","dummy_source",1
"TCD",54414.6,2003,"OH010","dummy_data","dummy_source",1
"TCD",735093.6,2008,"OH010","dummy_data","dummy_source",1
"YEM",682458,2013,"OH010","dummy_data","dummy_source",1
"YEM",0,2003,"OH010","dummy_data","dummy_source",1
"YEM",736136.4,2012,"OH010","dummy_data","dummy_source",1
"YEM",403099.8,2010,"OH010","dummy_data","dummy_source",1
"YEM",245499,2011,"OH010","dummy_data","dummy_source",1
"YEM",75632.4,2008,"OH010","dummy_data","dummy_source",1
"YEM",0,2005,"OH010","dummy_data","dummy_source",1
"YEM",12518,2006,"OH010","dummy_data","dummy_source",1
"YEM",0,2002,"OH010","dummy_data","dummy_source",1
"YEM",0,2007,"OH010","dummy_data","dummy_source",1
"YEM",0,2001,"OH010","dummy_data","dummy_source",1
"YEM",0,2004,"OH010","dummy_data","dummy_source",1
"YEM",276198,2009,"OH010","dummy_data","dummy_source",1
"YEM",0,2000,"OH010","dummy_data","dummy_source",1
"YEM",682458,2014,"OH010","dummy_data","dummy_source",1
"ZWE",337319.8,2012,"OH010","dummy_data","dummy_source",1
"ZWE",1065580.2,2002,"OH010","dummy_data","dummy_source",1
"ZWE",392543.2,2007,"OH010","dummy_data","dummy_source",1
"ZWE",343628.2,2013,"OH010","dummy_data","dummy_source",1
"ZWE",288837.6,2010,"OH010","dummy_data","dummy_source",1
"ZWE",742152.2,2003,"OH010","dummy_data","dummy_source",1
"ZWE",377187.8,2000,"OH010","dummy_data","dummy_source",1
"ZWE",636289.8,2005,"OH010","dummy_data","dummy_source",1
"ZWE",269088.2,2006,"OH010","dummy_data","dummy_source",1
"ZWE",546237.8,2011,"OH010","dummy_data","dummy_source",1
"ZWE",325162,2008,"OH010","dummy_data","dummy_source",1
"ZWE",199682.2,2001,"OH010","dummy_data","dummy_source",1
"ZWE",750633.8,2004,"OH010","dummy_data","dummy_source",1
"ZWE",494768,2009,"OH010","dummy_data","dummy_source",1
"ZWE",343628.2,2014,"OH010","dummy_data","dummy_source",1
"AFG",2910548,2004,"OH020","dummy_data","dummy_source",1
"AFG",1315870,2006,"OH020","dummy_data","dummy_source",1
"AFG",1091688.4,2013,"OH020","dummy_data","dummy_source",1
"AFG",2910548,2009,"OH020","dummy_data","dummy_source",1
"AFG",1794923.1,2005,"OH020","dummy_data","dummy_source",1
"AFG",2157229.7,2000,"OH020","dummy_data","dummy_source",1
"AFG",2465730.2,2011,"OH020","dummy_data","dummy_source",1
"AFG",2538611.8,2008,"OH020","dummy_data","dummy_source",1
"AFG",1334953.6,2012,"OH020","dummy_data","dummy_source",1
"AFG",2359903.8,2010,"OH020","dummy_data","dummy_source",1
"AFG",2910548,2003,"OH020","dummy_data","dummy_source",1
"AFG",2910548,2001,"OH020","dummy_data","dummy_source",1
"AFG",1091688.4,2014,"OH020","dummy_data","dummy_source",1
"AFG",1282886.2,2007,"OH020","dummy_data","dummy_source",1
"AFG",2910548,2002,"OH020","dummy_data","dummy_source",1
"CAF",71938.7,2010,"OH020","dummy_data","dummy_source",1
"CAF",40036.1,2005,"OH020","dummy_data","dummy_source",1
"CAF",183045.9,2013,"OH020","dummy_data","dummy_source",1
"CAF",31687.3,2004,"OH020","dummy_data","dummy_source",1
"CAF",183045.9,2014,"OH020","dummy_data","dummy_source",1
"CAF",54545.5,2011,"OH020","dummy_data","dummy_source",1
"CAF",4315.4,2002,"OH020","dummy_data","dummy_source",1
"CAF",5219.1,2000,"OH020","dummy_data","dummy_source",1
"CAF",122209.8,2007,"OH020","dummy_data","dummy_source",1
"CAF",30283,2006,"OH020","dummy_data","dummy_source",1
"CAF",46417.8,2001,"OH020","dummy_data","dummy_source",1
"CAF",43549.3,2012,"OH020","dummy_data","dummy_source",1
"CAF",131443.5,2009,"OH020","dummy_data","dummy_source",1
"CAF",43296.4,2003,"OH020","dummy_data","dummy_source",1
"CAF",89984.1,2008,"OH020","dummy_data","dummy_source",1
"CIV",243643.4,2012,"OH020","dummy_data","dummy_source",1
"CIV",36498.7,2000,"OH020","dummy_data","dummy_source",1
"CIV",314983.5,2005,"OH020","dummy_data","dummy_source",1
"CIV",31464.4,2008,"OH020","dummy_data","dummy_source",1
"CIV",229806.9,2009,"OH020","dummy_data","dummy_source",1
"CIV",335393.8,2010,"OH020","dummy_data","dummy_source",1
"CIV",162307.5,2001,"OH020","dummy_data","dummy_source",1
"CIV",226341.9,2002,"OH020","dummy_data","dummy_source",1
"CIV",142442.3,2007,"OH020","dummy_data","dummy_source",1
"CIV",182807,2013,"OH020","dummy_data","dummy_source",1
"CIV",182807,2014,"OH020","dummy_data","dummy_source",1
"CIV",457671.9,2011,"OH020","dummy_data","dummy_source",1
"CIV",407596.6,2003,"OH020","dummy_data","dummy_source",1
"CIV",421039,2004,"OH020","dummy_data","dummy_source",1
"CIV",305517.6,2006,"OH020","dummy_data","dummy_source",1
"COD",2564312.3,2005,"OH020","dummy_data","dummy_source",1
"COD",4299780.5,2006,"OH020","dummy_data","dummy_source",1
"COD",2858114.7,2000,"OH020","dummy_data","dummy_source",1
"COD",5660602.6,2012,"OH020","dummy_data","dummy_source",1
"COD",3726949.1,2001,"OH020","dummy_data","dummy_source",1
"COD",2723008.8,2009,"OH020","dummy_data","dummy_source",1
"COD",2953027,2004,"OH020","dummy_data","dummy_source",1
"COD",3052744.4,2007,"OH020","dummy_data","dummy_source",1
"COD",3482650.5,2002,"OH020","dummy_data","dummy_source",1
"COD",4840534.1,2014,"OH020","dummy_data","dummy_source",1
"COD",4146908.9,2010,"OH020","dummy_data","dummy_source",1
"COD",5348574.8,2011,"OH020","dummy_data","dummy_source",1
"COD",2735807.9,2003,"OH020","dummy_data","dummy_source",1
"COD",4840534.1,2013,"OH020","dummy_data","dummy_source",1
"COD",2982606,2008,"OH020","dummy_data","dummy_source",1
"COL",589341.1,2014,"OH020","dummy_data","dummy_source",1
"COL",589341.1,2013,"OH020","dummy_data","dummy_source",1
"COL",575313.8,2006,"OH020","dummy_data","dummy_source",1
"COL",833803.8,2011,"OH020","dummy_data","dummy_source",1
"COL",1372010.5,2004,"OH020","dummy_data","dummy_source",1
"COL",614993.2,2003,"OH020","dummy_data","dummy_source",1
"COL",432017.2,2000,"OH020","dummy_data","dummy_source",1
"COL",802153.9,2008,"OH020","dummy_data","dummy_source",1
"COL",506677.6,2001,"OH020","dummy_data","dummy_source",1
"COL",415019.7,2007,"OH020","dummy_data","dummy_source",1
"COL",2748383.5,2010,"OH020","dummy_data","dummy_source",1
"COL",522080,2002,"OH020","dummy_data","dummy_source",1
"COL",836956.3,2009,"OH020","dummy_data","dummy_source",1
"COL",639322.6,2012,"OH020","dummy_data","dummy_source",1
"COL",686885.4,2005,"OH020","dummy_data","dummy_source",1
"ERI",9322.4,2013,"OH020","dummy_data","dummy_source",1
"ERI",155823.9,2002,"OH020","dummy_data","dummy_source",1
"ERI",73269.7,2011,"OH020","dummy_data","dummy_source",1
"ERI",467648.3,2000,"OH020","dummy_data","dummy_source",1
"ERI",9322.4,2014,"OH020","dummy_data","dummy_source",1
"ERI",14236.8,2012,"OH020","dummy_data","dummy_source",1
"ERI",21973.5,2009,"OH020","dummy_data","dummy_source",1
"ERI",258337.4,2003,"OH020","dummy_data","dummy_source",1
"ERI",51122.4,2006,"OH020","dummy_data","dummy_source",1
"ERI",402026.8,2001,"OH020","dummy_data","dummy_source",1
"ERI",36102.5,2008,"OH020","dummy_data","dummy_source",1
"ERI",0,2010,"OH020","dummy_data","dummy_source",1
"ERI",108573.1,2005,"OH020","dummy_data","dummy_source",1
"ERI",217537.9,2004,"OH020","dummy_data","dummy_source",1
"ERI",38135.9,2007,"OH020","dummy_data","dummy_source",1
"ETH",2061710.2,2005,"OH020","dummy_data","dummy_source",1
"ETH",1402050.3,2014,"OH020","dummy_data","dummy_source",1
"ETH",1324341.7,2009,"OH020","dummy_data","dummy_source",1
"ETH",1447957,2012,"OH020","dummy_data","dummy_source",1
"ETH",1402050.3,2013,"OH020","dummy_data","dummy_source",1
